name,short_name,gender,birth_date,country,country_code,discipline,discipline_code
KRUTH Carina Cassoe,KRUTH CC,Female,1984-07-27,Denmark,DEN,Equestrian,EQU
KRYVYTSKA Olena,KRYVYTSKA O,Female,1987-02-23,Ukraine,UKR,Fencing,FEN
KRZEWINA Jakub,KRZEWINA J,Male,1989-10-10,Poland,POL,Athletics,ATH
KUBANYCHBEKOVA Kanykei,KUBANYCHBEKOVA K,Female,1999-09-30,Kyrgyzstan,KGZ,Shooting,SHO
KUBIAK Michal,KUBIAK M,Male,1988-02-23,Poland,POL,Volleyball,VVO
KUBIS Lukas,KUBIS L,Male,2000-01-31,Slovakia,SVK,Cycling Road,CRD
KUBO Takefusa,KUBO T,Male,2001-06-04,Japan,JPN,Football,FBL
KUBOT Lukasz,KUBOT L,Male,1982-05-16,Poland,POL,Tennis,TEN
KUBOTA Manaka,KUBOTA M,Female,1996-07-09,Japan,JPN,Canoe Sprint,CSP
KUBOVA Simona,KUBOVA S,Female,1991-08-24,Czech Republic,CZE,Swimming,SWM
KUCZERA Piotr,KUCZERA P,Male,1995-02-25,Poland,POL,Judo,JUD
KUDASHEV Aleksandr,KUDASHEV A,Male,1995-12-05,ROC,ROC,Swimming,SWM
KUDERMETOVA Veronika,KUDERMETOVA V,Female,1997-04-24,ROC,ROC,Tennis,TEN
KUDLA Denis Maksymilian,KUDLA DM,Male,1994-12-24,Germany,GER,Wrestling,WRE
KUDO Kyoko,KUDO K,Female,2001-02-10,Japan,JPN,Water Polo,WPO
KUDUS Merhawi,KUDUS M,Male,1994-01-23,Eritrea,ERI,Cycling Road,CRD
KUECHLER Hannah,KUECHLER H,Female,2002-04-20,Germany,GER,Swimming,SWM
KUENG Stefan,KUENG S,Male,1993-11-16,Switzerland,SUI,Cycling Road,CRD
KUF Jan,KUF J,Male,1991-05-11,Czech Republic,CZE,Modern Pentathlon,MPN
KUIPERS Natalia Jean,KUIPERS NJ,Female,2002-06-13,"Virgin Islands, US",ISV,Swimming,SWM
KUIVISTO Sara,KUIVISTO S,Female,1991-08-17,Finland,FIN,Athletics,ATH
KUKA Loriana,KUKA L,Female,1997-04-05,Kosovo,KOS,Judo,JUD
KUKINA Marina,KUKINA M,Female,1993-08-22,ROC,ROC,Rugby Sevens,RUG
KUKLINOVSKA Liudmyla,KUKLINOVSKA L,Female,1998-01-04,Ukraine,UKR,Canoe Sprint,CSP
KUKOLJ Aleksandar,KUKOLJ A,Male,1991-09-09,Serbia,SRB,Judo,JUD
KUKRLE Michael,KUKRLE M,Male,1994-11-17,Czech Republic,CZE,Cycling Road,CRD
KUKUSHKIN Mikhail,KUKUSHKIN M,Male,1987-12-26,Kazakhstan,KAZ,Tennis,TEN
KULAGINA Daria,KULAGINA D,Female,1999-03-03,Belarus,BLR,Artistic Swimming,SWA
KULIASHOVA Anastasiya,KULIASHOVA A,Female,2001-11-30,Belarus,BLR,Swimming,SWM
KULIKOV Alexandr,KULIKOV A,Male,1997-10-26,Kazakhstan,KAZ,Canoe Slalom,CSL
KULISH Serhiy,KULISH S,Male,1993-04-17,Ukraine,UKR,Shooting,SHO
KULLBERG Emma,KULLBERG E,Female,1991-09-25,Sweden,SWE,Football,FBL
KULLMANN Leonie Marlen,KULLMANN LM,Female,1999-08-26,Germany,GER,Swimming,SWM
KUMAHARA Caroline,KUMAHARA C,Female,1995-07-27,Brazil,BRA,Table Tennis,TTE
KUMANAN Nethra,KUMANAN N,Female,1997-08-21,India,IND,Sailing,SAL
KUMAR Ashish,KUMAR A,Male,1994-07-18,India,IND,Boxing,BOX
KUMAR Deepak,KUMAR D,Male,1987-11-05,India,IND,Shooting,SHO
KUMAR Sandeep,KUMAR S,Male,1986-05-01,India,IND,Athletics,ATH
KUMAR Satish,KUMAR S,Male,1989-05-04,India,IND,Boxing,BOX
KUMAR Varun,KUMAR V,Male,1995-07-25,India,IND,Hockey,HOC
KUMARI Deepika,KUMARI D,Female,1994-06-13,India,IND,Archery,ARC
KUNAIYI-AKPANAH Pallas,KUNAIYI-AKPANAH P,Female,1997-07-12,Nigeria,NGR,Basketball,BKB
KUNDANANJI Racheal,KUNDANANJI R,Female,2000-06-03,Zambia,ZAM,Football,FBL
KUNDU Agripina Khayesi,KUNDU AK,Female,1993-04-24,Kenya,KEN,Volleyball,VVO
KUNKABAYEV Kamshybek,KUNKABAYEV K,Male,1991-11-18,Kazakhstan,KAZ,Boxing,BOX
KUNZ Annie,KUNZ A,Female,1993-02-16,United States of America,USA,Athletics,ATH
KUNZANG Lenchu,KUNZANG L,Female,1992-02-10,Bhutan,BHU,Shooting,SHO
KUNZE Kahena,KUNZE K,Female,1991-03-12,Brazil,BRA,Sailing,SAL
KUO Hsing-Chun,KUO HC,Female,1993-11-26,Chinese Taipei,TPE,Weightlifting,WLF
KUOSMANEN Elias,KUOSMANEN E,Male,1995-09-02,Finland,FIN,Wrestling,WRE
KURACHKINA Iryna,KURACHKINA I,Female,1994-06-17,Belarus,BLR,Wrestling,WRE
KURBANOV Ruslan,KURBANOV R,Male,1993-02-10,Uzbekistan,UZB,Athletics,ATH
KURBANOV Ruslan,KURBANOV R,Male,1991-09-17,Kazakhstan,KAZ,Fencing,FEN
KUREK Bartosz,KUREK B,Male,1988-08-29,Poland,POL,Volleyball,VVO
KURIBAYASHI Ryoji,KURIBAYASHI R,Male,1996-07-09,Japan,JPN,Baseball/Softball,BSB
KURIHARA Ryoya,KURIHARA R,Male,1996-07-04,Japan,JPN,Baseball/Softball,BSB
KURIKOVA Petra,KURIKOVA P,Female,1991-11-25,Czech Republic,CZE,Triathlon,TRI
KURKAEV Ilyas,KURKAEV I,Male,1994-01-18,ROC,ROC,Volleyball,VVO
KUROCHKINA Ekaterina,KUROCHKINA E,Female,1994-06-25,ROC,ROC,Rowing,ROW
KUROGI Riho,KUROGI R,Female,1998-05-02,Japan,JPN,Rugby Sevens,RUG
KUROGO Ai,KUROGO A,Female,1998-06-14,Japan,JPN,Volleyball,VVO
KUROKAWA Kazuki,KUROKAWA K,Male,2001-06-17,Japan,JPN,Athletics,ATH
KURTBAY Sinem,KURTBAY S,Female,1991-05-24,Finland,FIN,Sailing,SAL
KUS Nafia,KUS N,Female,1995-02-20,Turkey,TUR,Taekwondo,TKW
KUSCH Marius,KUSCH M,Male,1993-05-05,Germany,GER,Swimming,SWM
KUSTERER Sabine Beate,KUSTERER SB,Female,1991-01-04,Germany,GER,Weightlifting,WLF
KUUBA Kristin,KUUBA K,Female,1997-02-15,Estonia,EST,Badminton,BDM
KUUSELA Toni,KUUSELA T,Male,1994-01-21,Finland,FIN,Athletics,ATH
KUWORGE Enzo Kofi,KUWORGE EK,Male,2001-08-31,Netherlands,NED,Weightlifting,WLF
KUZAKHMETOV Artem,KUZAKHMETOV A,Male,1995-02-19,ROC,ROC,Canoe Sprint,CSP
KUZIUTINA Natalia,KUZIUTINA N,Female,1989-05-08,ROC,ROC,Judo,JUD
KUZNETSOVA Polina,KUZNETSOVA P,Female,1987-06-10,ROC,ROC,Handball,HBL
KVESIC Ivan,KVESIC I,Male,1996-10-13,Croatia,CRO,Karate,KTE
KVITOVA Petra,KVITOVA P,Female,1990-03-08,Czech Republic,CZE,Tennis,TEN
KWAK Junghye,KWAK J,Female,1986-11-19,Republic of Korea,KOR,Shooting,SHO
KWASNA Magdalena,KWASNA M,Female,1998-03-31,Poland,POL,Sailing,SAL
KWAYIE Lisa Marie,KWAYIE LM,Female,1996-10-27,Germany,GER,Athletics,ATH
KWEMOI Rodgers,KWEMOI R,Male,1998-03-03,Kenya,KEN,Athletics,ATH
KWEON Youngjun,KWEON Y,Male,1987-03-29,Republic of Korea,KOR,Fencing,FEN
KWIATKOWSKI Michal,KWIATKOWSKI M,Male,1990-06-02,Poland,POL,Cycling Road,CRD
KWON Changhoon,KWON C,Male,1994-06-30,Republic of Korea,KOR,Football,FBL
KWON Eunji,KWON E,Female,2002-12-13,Republic of Korea,KOR,Shooting,SHO
KWON Halim,KWON H,Female,1999-03-02,Republic of Korea,KOR,Diving,DIV
KWON Soonwoo,KWON S,Male,1997-12-02,Republic of Korea,KOR,Tennis,TEN
KYLYPKO Maryna,KYLYPKO M,Female,1995-11-10,Ukraine,UKR,Athletics,ATH
KYNIGAKIS Athanasios,KYNIGAKIS A,Male,1998-08-21,Greece,GRE,Marathon Swimming,OWS
KYOGOKU Okina,KYOGOKU O,Female,2001-10-20,Japan,JPN,Artistic Swimming,SWA
KYRIAKOPOULOU Nikoleta,KYRIAKOPOULOU N,Female,1986-03-21,Greece,GRE,Athletics,ATH
KYRIDOU Anneta,KYRIDOU A,Female,1998-10-30,Greece,GRE,Rowing,ROW
la CRUZ Julio,la CRUZ J,Male,1989-08-11,Cuba,CUB,Boxing,BOX
la ROCHE Shae,la ROCHE S,Female,1992-09-03,Canada,CAN,Water Polo,WPO
LAARAJ Nada,LAARAJ N,Female,2000-09-02,Morocco,MAR,Taekwondo,TKW
LABBE Stephanie,LABBE S,Female,1986-10-10,Canada,CAN,Football,FBL
LABOUS Juliette,LABOUS J,Female,1998-11-04,France,FRA,Cycling Road,CRD
LABROUSSE Lea,LABROUSSE L,Female,1997-04-06,France,FRA,Trampoline Gymnastics,GTR
LACATENA Alexia,LACATENA A,Female,2002-10-21,Italy,ITA,Baseball/Softball,BSB
LACH Marta,LACH M,Female,1997-05-26,Poland,POL,Cycling Road,CRD
LACK Rachel,LACK R,Female,1994-08-15,Australia,AUS,Baseball/Softball,BSB
LACOSTE Sokhna,LACOSTE S,Female,2000-08-25,France,FRA,Athletics,ATH
LACRABERE Alexandra,LACRABERE A,Female,1987-04-27,France,FRA,Handball,HBL
LACRUZ Enrico,LACRUZ E,Male,1993-08-31,Netherlands,NED,Boxing,BOX
LAFOND Thea,LAFOND T,Female,1994-04-05,Dominique,DMA,Athletics,ATH
LAFONT Marie-Zelia,LAFONT MZ,Female,1987-01-09,France,FRA,Canoe Slalom,CSL
LAGAB Azzedine,LAGAB A,Male,1986-09-18,Algeria,ALG,Cycling Road,CRD
LAGAN Alexis,LAGAN A,Female,1993-01-25,United States of America,USA,Shooting,SHO
LAGARDE Romain,LAGARDE R,Male,1997-03-05,France,FRA,Handball,HBL
LAGE Andres,LAGE A,Male,1991-11-27,Venezuela,VEN,Sailing,SAL
LAGERGREN Albin,LAGERGREN A,Male,1992-09-11,Sweden,SWE,Handball,HBL
LAGERQUIST Anna,LAGERQUIST A,Female,1993-10-16,Sweden,SWE,Handball,HBL
LAGHOUAG Karim Florent,LAGHOUAG KF,Male,1975-08-04,France,FRA,Equestrian,EQU
LAHIRI Anirban,LAHIRI A,Male,1987-06-29,India,IND,Golf,GLF
LAHOULOU Abdelmalik,LAHOULOU A,Male,1992-05-07,Algeria,ALG,Athletics,ATH
LAHTI Sarah,LAHTI S,Female,1995-02-18,Sweden,SWE,Athletics,ATH
LAINEZ Diego,LAINEZ D,Male,2000-06-09,Mexico,MEX,Football,FBL
LAITAROVSKY Michael,LAITAROVSKY M,Male,1999-08-15,Israel,ISR,Swimming,SWM
LAKE Morgan,LAKE M,Female,1997-05-12,Great Britain,GBR,Athletics,ATH
LAKKA Elmo,LAKKA E,Male,1993-04-10,Finland,FIN,Athletics,ATH
LAL JAT Arjun,LAL JAT A,Male,1997-02-07,India,IND,Rowing,ROW
LALONDE Genevieve,LALONDE G,Female,1991-09-05,Canada,CAN,Athletics,ATH
LALOVA-COLLIO Ivet,LALOVA-COLLIO I,Female,1984-05-18,Bulgaria,BUL,Athletics,ATH
LALREMSIAMI,LALREMSIAMI,Female,2000-03-30,India,IND,Hockey,HOC
LAM Timothy,LAM T,Male,1997-08-24,United States of America,USA,Badminton,BDM
LAMBE Eimear,LAMBE E,Female,1997-08-11,Ireland,IRL,Rowing,ROW
LAMBRIEX Bart,LAMBRIEX B,Male,1998-10-03,Netherlands,NED,Sailing,SAL
LAMDASSEM Ayad,LAMDASSEM A,Male,1981-10-11,Spain,ESP,Athletics,ATH
LAMOLLE Mathilde,LAMOLLE M,Female,1997-04-07,France,FRA,Shooting,SHO
LAMON Francesco,LAMON F,Male,1994-02-05,Italy,ITA,Cycling Track,CTR
LAMOTE Renelle,LAMOTE R,Female,1993-12-26,France,FRA,Athletics,ATH
LAMOUREUX Jay,LAMOUREUX J,Male,1995-08-13,Canada,CAN,Cycling Track,CTR
LAMPELA Elina,LAMPELA E,Female,1998-02-18,Finland,FIN,Athletics,ATH
LAMSFUSS Mark,LAMSFUSS M,Male,1994-04-19,Germany,GER,Badminton,BDM
LAN Minghao,LAN M,Male,1996-08-28,People's Republic of China,CHN,Fencing,FEN
LANDALE Jock,LANDALE J,Male,1995-10-25,Australia,AUS,Basketball,BKB
LANDAZURI Marizol,LANDAZURI M,Female,1991-06-13,Ecuador,ECU,Athletics,ATH
LANDERNEAU Melvin,LANDERNEAU M,Male,1997-09-28,France,FRA,Cycling Track,CTR
LANDIN Magnus,LANDIN M,Male,1995-08-20,Denmark,DEN,Handball,HBL
LANDIN Niklas,LANDIN N,Male,1988-12-19,Denmark,DEN,Handball,HBL
LANDOLSI Nihel,LANDOLSI N,Female,1995-07-01,Tunisia,TUN,Judo,JUD
LANDOULSI Nouha,LANDOULSI N,Female,1998-05-05,Tunisia,TUN,Weightlifting,WLF
LANDRY Ghislaine,LANDRY G,Female,1988-04-27,Canada,CAN,Rugby Sevens,RUG
LANE Ben,LANE B,Male,1997-07-13,Great Britain,GBR,Badminton,BDM
LANE Sam,LANE S,Male,1997-04-30,New Zealand,NZL,Hockey,HOC
LANG Salome,LANG S,Female,1997-11-18,Switzerland,SUI,Athletics,ATH
LANGARO Haniel,LANGARO H,Male,1995-03-07,Brazil,BRA,Handball,HBL
LANGASQUE Romain,LANGASQUE R,Male,1995-05-18,France,FRA,Golf,GLF
LANGAT Weldon,LANGAT W,Male,1998-02-24,Kenya,KEN,Athletics,ATH
LANGE Santiago Raul,LANGE SR,Male,1961-09-22,Argentina,ARG,Sailing,SAL
LANGE Tobias,LANGE T,Male,1993-12-29,Germany,GER,Athletics,ATH
LANGEHANENBERG Helen,LANGEHANENBERG H,Female,1982-05-21,Germany,GER,Equestrian,EQU
LANGERFELD Kai,LANGERFELD K,Male,1987-07-05,Canada,CAN,Rowing,ROW
LANGLOIS Andreanne,LANGLOIS A,Female,1993-04-01,Canada,CAN,Canoe Sprint,CSP
LANGREHR Rebecca,LANGREHR R,Female,1998-04-04,Germany,GER,Modern Pentathlon,MPN
LANIR Inbar,LANIR I,Female,2000-04-03,Israel,ISR,Judo,JUD
LANSIQUOT Imani,LANSIQUOT I,Female,1997-12-17,Great Britain,GBR,Athletics,ATH
LANZA Vinicius,LANZA V,Male,1997-03-22,Brazil,BRA,Swimming,SWM
LANZI Asia,LANZI A,Female,2002-01-09,Italy,ITA,Skateboarding,SKB
LAPPA Natasa,LAPPA N,Female,2001-10-02,Cyprus,CYP,Sailing,SAL
LAPPAGE Danielle Suzanne,LAPPAGE DS,Female,1990-09-24,Canada,CAN,Wrestling,WRE
LAPROVITTOLA Nicolas,LAPROVITTOLA N,Male,1990-01-31,Argentina,ARG,Basketball,BKB
LARA Che,LARA C,Male,2000-02-16,Trinidad and Tobago,TTO,Athletics,ATH
LARA Francisca,LARA F,Female,1990-07-29,Chile,CHI,Football,FBL
LARA Krystal,LARA K,Female,1998-03-18,Dominican Republic,DOM,Swimming,SWM
LARARAUDEUSE Jeremie,LARARAUDEUSE J,Male,2001-03-31,Mauritius,MRI,Athletics,ATH
LARCHERON Madeleine,LARCHERON M,Female,2006-01-24,France,FRA,Skateboarding,SKB
LARIN Vladislav,LARIN V,Male,1995-10-07,ROC,ROC,Taekwondo,TKW
LARKIN Mitch,LARKIN M,Male,1993-07-09,Australia,AUS,Swimming,SWM
LAROCCA Jose Maria Jr,LAROCCA JMJ,Male,1969-01-01,Argentina,ARG,Equestrian,EQU
LARROQUE Koumba,LARROQUE K,Female,1998-08-22,France,FRA,Wrestling,WRE
LARSEN Henrik,LARSEN H,Male,1997-09-08,Norway,NOR,Shooting,SHO
LARSEN Niklas,LARSEN N,Male,1997-03-22,Denmark,DEN,Cycling Track,CTR
LARSON Jordan,LARSON J,Female,1986-10-16,United States of America,USA,Volleyball,VVO
LARUMBE GONFAUS Marc,LARUMBE GONFAUS M,Male,1994-05-30,Spain,ESP,Water Polo,WPO
LASA Emiliano,LASA E,Male,1990-01-25,Uruguay,URU,Athletics,ATH
LASITSKENE Mariya,LASITSKENE M,Female,1993-01-14,ROC,ROC,Athletics,ATH
LASMANIS Karlis,LASMANIS K,Male,1994-04-08,Latvia,LAT,3x3 Basketball,BK3
LASSOURCE Coralie,LASSOURCE C,Female,1992-09-01,France,FRA,Handball,HBL
LATTIMER Maxwell,LATTIMER M,Male,1993-07-14,Canada,CAN,Rowing,ROW
LATYPOV Danis,LATYPOV D,Male,1990-09-28,Bahrain,BRN,Boxing,BOX
LAU Mo Sheung Grace,LAU MSG,Female,1991-10-19,"Hong Kong, China",HKG,Karate,KTE
LAUGHER Jack,LAUGHER J,Male,1995-01-30,Great Britain,GBR,Diving,DIV
LAUNAY Antoine,LAUNAY A,Male,1993-06-28,Portugal,POR,Canoe Slalom,CSL
LAURENSON Cameron Bain,LAURENSON C,Male,1998-04-28,South Africa,RSA,Water Polo,WPO
LAURIE Katie,LAURIE K,Female,1986-05-29,Australia,AUS,Equestrian,EQU
LAURIN Althea,LAURIN A,Female,2001-09-01,France,FRA,Taekwondo,TKW
LAUS Camille,LAUS C,Female,1993-05-23,Belgium,BEL,Athletics,ATH
LAVARNWAY Ryan,LAVARNWAY R,Male,1987-08-07,Israel,ISR,Baseball/Softball,BSB
LAVELLE Rose,LAVELLE R,Female,1995-05-14,United States of America,USA,Football,FBL
LAVERY Nicholas,LAVERY N,Male,1998-07-01,Australia,AUS,Rowing,ROW
LAVEY Tess,LAVEY T,Female,1993-03-29,Australia,AUS,Basketball,BKB
LAVIA Daniele,LAVIA D,Male,1999-11-04,Italy,ITA,Volleyball,VVO
LAVICKY Karel,LAVICKY K,Male,1985-11-08,Czech Republic,CZE,Sailing,SAL
LAVILLENIE Renaud,LAVILLENIE R,Male,1986-09-18,France,FRA,Athletics,ATH
LAVILLENIE Valentin,LAVILLENIE V,Male,1991-07-16,France,FRA,Athletics,ATH
LAVIN Sarah,LAVIN S,Female,1994-05-28,Ireland,IRL,Athletics,ATH
LAVINE Zach,LAVINE Z,Male,1995-03-10,United States of America,USA,Basketball,BKB
LAVREYSEN Harrie,LAVREYSEN H,Male,1997-03-14,Netherlands,NED,Cycling Track,CTR
LAVROVA Anastassiya,LAVROVA A,Female,1995-07-26,Kazakhstan,KAZ,Table Tennis,TTE
LAWLER Marcus,LAWLER M,Male,1995-02-28,Ireland,IRL,Athletics,ATH
LAWRENCE Ashley,LAWRENCE A,Female,1995-06-11,Canada,CAN,Football,FBL
LAWRENCE Shadae,LAWRENCE S,Female,1995-12-31,Jamaica,JAM,Athletics,ATH
LAWRIE Danielle,LAWRIE D,Female,1987-04-11,Canada,CAN,Baseball/Softball,BSB
LAWSON Nathan,LAWSON N,Male,1999-01-23,Australia,AUS,Rugby Sevens,RUG
LAWTON Amy Rose,LAWTON AR,Female,2002-01-19,Australia,AUS,Hockey,HOC
LAY Jian Fang,LAY JF,Female,1973-03-06,Australia,AUS,Table Tennis,TTE
LAYNE Kelly,LAYNE K,Female,1975-05-14,Australia,AUS,Equestrian,EQU
LAZAREV Aiaal,LAZAREV A,Male,1986-03-19,Kyrgyzstan,KGZ,Wrestling,WRE
LAZAREVA Anna,LAZAREVA A,Female,1997-01-31,ROC,ROC,Volleyball,VVO
LAZCANO Julieta Constanza,LAZCANO,Female,1989-07-25,Argentina,ARG,Volleyball,VVO
LAZIC Dorde,LAZIC D,Male,1996-05-19,Serbia,SRB,Water Polo,WPO
LAZOR Annie,LAZOR A,Female,1994-08-17,United States of America,USA,Swimming,SWM
le BLOUCH Kilian,le BLOUCH K,Male,1989-10-07,France,FRA,Judo,JUD
le CLOS Chad,le CLOS C,Male,1992-04-12,South Africa,RSA,Swimming,SWM
le FEE Enzo,le FEE E,Male,2000-02-03,France,FRA,Football,FBL
le GOFF Nicolas,le GOFF N,Male,1992-02-15,France,FRA,Volleyball,VVO
le NET Marie,le NET M,Female,2000-01-25,France,FRA,Cycling Track,CTR
le PECHOUX Erwann,le PECHOUX E,Male,1982-01-13,France,FRA,Fencing,FEN
LE Thanh Tung,LE TT,Male,1995-10-24,Vietnam,VIE,Artistic Gymnastics,GAR
LEAHY Conor,LEAHY C,Male,1999-04-16,Australia,AUS,Cycling Track,CTR
LEAL HIDALGO Yoandy,LEAL HIDALGO Y,Male,1988-08-31,Brazil,BRA,Volleyball,VVO
LEAL Rayssa,LEAL R,Female,2008-01-04,Brazil,BRA,Skateboarding,SKB
LEARMONTH Jessica,LEARMONTH J,Female,1988-04-18,Great Britain,GBR,Triathlon,TRI
LEASK Harry,LEASK H,Male,1995-10-16,Great Britain,GBR,Rowing,ROW
LEAT Anna,LEAT A,Female,2001-06-26,New Zealand,NZL,Football,FBL
LEAVY Adam,LEAVY A,Male,1995-09-21,Ireland,IRL,Rugby Sevens,RUG
LEBEDEVA Anastasia,LEBEDEVA A,Female,1993-05-20,ROC,ROC,Rowing,ROW
LEBEDEVA Iana,LEBEDEVA I,Female,2001-12-19,ROC,ROC,Trampoline Gymnastics,GTR
LEBESSON Emmanuel,LEBESSON E,Male,1988-04-24,France,FRA,Table Tennis,TTE
LEBLANC-BAZINET Rachel,LEBLANC-BAZINET R,Female,1988-10-10,Canada,CAN,Weightlifting,WLF
LECHNER Eva,LECHNER E,Female,1985-07-01,Italy,ITA,Cycling Mountain Bike,MTB
LECHUGA Kenia,LECHUGA K,Female,1994-06-26,Mexico,MEX,Rowing,ROW
LECLUYSE Fanny,LECLUYSE F,Female,1992-03-11,Belgium,BEL,Swimming,SWM
LECOINTRE Camille,LECOINTRE C,Female,1985-02-25,France,FRA,Sailing,SAL
LECOMTE Loana,LECOMTE L,Female,1999-08-08,France,FRA,Cycling Mountain Bike,MTB
LEDECKY Kathleen,LEDECKY K,Female,1997-03-17,United States of America,USA,Swimming,SWM
LEDESMA Jeremias,LEDESMA J,Male,1993-02-13,Argentina,ARG,Football,FBL
LEDUC Cynthia,LEDUC C,Female,1997-02-16,France,FRA,Athletics,ATH
LEE Ahreum,LEE A,Female,1992-04-22,Republic of Korea,KOR,Taekwondo,TKW
LEE Chih Kai,LEE CK,Male,1996-04-03,Chinese Taipei,TPE,Artistic Gymnastics,GAR
LEE Dabin,LEE D,Female,1996-12-07,Republic of Korea,KOR,Taekwondo,TKW
LEE Daehoon,LEE D,Male,1992-02-05,Republic of Korea,KOR,Taekwondo,TKW
LEE Donggyeong,LEE D,Male,1997-09-20,Republic of Korea,KOR,Football,FBL
LEE Dongjun,LEE D,Male,1997-02-01,Republic of Korea,KOR,Football,FBL
LEE Euilee,LEE E,Male,2002-06-16,Republic of Korea,KOR,Baseball/Softball,BSB
LEE Eunji,LEE E,Female,2006-07-23,Republic of Korea,KOR,Swimming,SWM
LEE Ho Ching,LEE HC,Female,1992-11-24,"Hong Kong, China",HKG,Table Tennis,TTE
LEE Hoi Yan Jessica,LEE HYJ,Female,1990-07-21,"Hong Kong, China",HKG,Cycling Track,CTR
LEE Hojoon,LEE H,Male,2001-02-14,Republic of Korea,KOR,Swimming,SWM
LEE Hup Wei,LEE HW,Male,1987-05-05,Malaysia,MAS,Athletics,ATH
LEE Hyein,LEE H,Female,1995-01-16,Republic of Korea,KOR,Fencing,FEN
LEE Hyejin,LEE H,Female,1992-01-23,Republic of Korea,KOR,Cycling Track,CTR
LEE Jinkyu,LEE J,Male,1994-07-04,Republic of Korea,KOR,Rugby Sevens,RUG
LEE Jongjun,LEE J,Male,1989-12-16,Republic of Korea,KOR,Shooting,SHO
LEE Juho,LEE J,Male,1995-01-23,Republic of Korea,KOR,Swimming,SWM
LEE Jung Hoo,LEE JH,Male,1998-08-20,Republic of Korea,KOR,Baseball/Softball,BSB
LEE Junho,LEE J,Male,1995-10-22,Republic of Korea,KOR,Artistic Gymnastics,GAR
LEE Kangin,LEE K,Male,2001-02-19,Republic of Korea,KOR,Football,FBL
LEE Kareena,LEE K,Female,1993-12-16,Australia,AUS,Marathon Swimming,OWS
LEE Kwanghyun,LEE K,Male,1993-08-17,Republic of Korea,KOR,Fencing,FEN
LEE Lauren,LEE L,Female,2004-02-12,Haiti,HAI,Taekwondo,TKW
LEE Matty,LEE M,Male,1998-03-05,Great Britain,GBR,Diving,DIV
LEE Meng Yean,LEE MY,Female,1994-03-30,Malaysia,MAS,Badminton,BDM
LEE Migyeong,LEE M,Female,1991-10-02,Republic of Korea,KOR,Handball,HBL
LEE Min,LEE M,Female,1995-06-03,Chinese Taipei,TPE,Golf,GLF
LEE Minjee,LEE M,Female,1996-05-27,Australia,AUS,Golf,GLF
LEE Sangmin,LEE S,Male,1998-01-01,Republic of Korea,KOR,Football,FBL
LEE Sangsu,LEE S,Male,1990-08-13,Republic of Korea,KOR,Table Tennis,TTE
LEE Se-Bom,LEE SB,Male,2001-06-12,Australia,AUS,Swimming,SWM
LEE Seon Mi,LEE SM,Female,2000-08-01,Republic of Korea,KOR,Weightlifting,WLF
LEE Seongbae,LEE S,Male,1990-04-07,Republic of Korea,KOR,Rugby Sevens,RUG
LEE Sohee,LEE S,Female,1994-06-14,Republic of Korea,KOR,Badminton,BDM
LEE Soyoung,LEE S,Female,1994-10-17,Republic of Korea,KOR,Volleyball,VVO
LEE Sungho,LEE S,Male,1992-07-09,Republic of Korea,KOR,Judo,JUD
LEE Sunisa,LEE S,Female,2003-03-09,United States of America,USA,Artistic Gymnastics,GAR
LEE Wai Sze,LEE WS,Female,1987-05-12,"Hong Kong, China",HKG,Cycling Track,CTR
LEE Yang,LEE Y,Male,1995-08-12,Chinese Taipei,TPE,Badminton,BDM
LEE Yooyeon,LEE Y,Male,2000-09-04,Republic of Korea,KOR,Swimming,SWM
LEE Youhyeon,LEE Y,Male,1997-02-08,Republic of Korea,KOR,Football,FBL
LEE Yunseo,LEE Y,Female,2003-03-05,Republic of Korea,KOR,Artistic Gymnastics,GAR
LEE Zii Jia,LEE ZJ,Male,1998-03-29,Malaysia,MAS,Badminton,BDM
LEFAU-FAKAOSILEA Alysia,LEFAU-FAKAOSILEA A,Female,2000-11-05,Australia,AUS,Rugby Sevens,RUG
LEFEBVRE Helene,LEFEBVRE H,Female,1991-02-26,France,FRA,Rowing,ROW
LEFORT Enzo,LEFORT E,Male,1991-09-29,France,FRA,Fencing,FEN
LEHACI Ana-Roxana,LEHACI AR,Female,1990-08-11,Austria,AUT,Canoe Sprint,CSP
LEHIKOINEN Viivi,LEHIKOINEN V,Female,1999-08-27,Finland,FIN,Athletics,ATH
LEHIS Katrina,LEHIS K,Female,1994-12-19,Estonia,EST,Fencing,FEN
LEI Chien-Ying,LEI CY,Female,1990-04-17,Chinese Taipei,TPE,Archery,ARC
LEIBFARTH Evy,LEIBFARTH E,Female,2004-01-26,United States of America,USA,Canoe Slalom,CSL
LEICHMAN Alon,LEICHMAN A,Male,1989-05-29,Israel,ISR,Baseball/Softball,BSB
LEILUA Eroni,LEILUA E,Male,1993-04-15,Samoa (until 1996 Western Samoa),SAM,Sailing,SAL
LEIMETER Dora,LEIMETER D,Female,1996-05-08,Hungary,HUN,Water Polo,WPO
LEISHMAN Marc,LEISHMAN M,Male,1983-10-24,Australia,AUS,Golf,GLF
LEITON ARRONES Paula,LEITON ARRONES P,Female,2000-04-27,Spain,ESP,Water Polo,WPO
LEKNESSUND Andreas,LEKNESSUND A,Male,1999-05-21,Norway,NOR,Cycling Road,CRD
